TokenID,Pair,Date/Block,Amount0,Amount1,Price at Deposit,Deposit Value,Transaction
1157630,WETH/USDT,2025-12-21 20:47:23,0.1000 WETH,319.7333 USDT,3005.15,620.25 USDT,0xd7334358...
